# MEAN_SAMPLE_SIZE = 57513
# TOTAL_GENES = 16333
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE        TYPE  MODEL  NGENES         BETA     BETA_STD           SE            P
Cluster251     COVAR   3955   16333       34.237     0.053468       6.4691   6.1339e-08
Cluster289     COVAR   3955   16333       21.437     0.037581       5.4786   4.5815e-05
Cluster251     COVAR   3956   16333       32.485     0.050733       6.5392   3.4288e-07
Cluster290     COVAR   3956   16333       26.494     0.041836       6.2349   1.0794e-05
Cluster251     COVAR   3957   16333       33.614     0.052495       6.5909   1.7216e-07
Cluster291     COVAR   3957   16333       21.767     0.031353       6.7788   0.00066276
Cluster251     COVAR   3958   16333       33.075     0.051653       6.5613   2.3477e-07
Cluster292     COVAR   3958   16333       24.753     0.036593       6.6655   0.00010258
Cluster251     COVAR   3959   16333       32.714     0.051089       6.5183   2.6342e-07
Cluster293     COVAR   3959   16333       26.242     0.042263       6.0612   7.5246e-06
Cluster251     COVAR   3960   16333       30.591     0.047774       6.5674   1.6121e-06
Cluster294     COVAR   3960   16333       35.349     0.049387       7.0092   2.3197e-07
Cluster251     COVAR   3961   16333       34.086     0.053232       6.4644   6.8232e-08
Cluster295     COVAR   3961   16333       22.712     0.039434       5.5574   2.1999e-05
Cluster251     COVAR   3962   16333       31.542      0.04926       6.4995   6.1487e-07
Cluster296     COVAR   3962   16333        32.89     0.050923       6.1986   5.6924e-08
Cluster251     COVAR   3963   16333       36.254     0.056618       6.4476    9.583e-09
Cluster389     COVAR   3963   16333       16.735     0.024934       6.3024    0.0039657
Cluster251     COVAR   3964   16333       35.989     0.056204        6.372   8.2847e-09
Cluster403     COVAR   3964   16333       23.291     0.042299       5.1272   2.8039e-06
Cluster251     COVAR   3965   16333       34.686     0.054169       6.4258   3.4304e-08
Cluster404     COVAR   3965   16333       32.214     0.037349       7.5374    9.672e-06
Cluster251     COVAR   3966   16333       35.752     0.055834       6.3882   1.1153e-08
Cluster405     COVAR   3966   16333       32.799     0.039556       7.7808    1.255e-05
Cluster251     COVAR   3967   16333        36.88     0.057595       6.3785   3.7786e-09
Cluster407     COVAR   3967   16333        23.61     0.030299       7.2201   0.00053896
Cluster251     COVAR   3968   16333       34.471     0.053834       6.4545   4.7082e-08
Cluster423     COVAR   3968   16333       33.067      0.03677       8.3806   3.9997e-05
Cluster251     COVAR   3969   16333       33.974     0.053057        6.524   9.7174e-08
Cluster424     COVAR   3969   16333       28.785     0.033375       8.2384   0.00023872
Cluster251     COVAR   3970   16333       34.644     0.054104       6.4499   3.9758e-08
Cluster426     COVAR   3970   16333       33.267     0.036696        8.565   5.1602e-05
Cluster251     COVAR   3971   16333       36.212     0.056552       6.4193   8.6276e-09
Cluster427     COVAR   3971   16333       22.258      0.02916       7.2554    0.0010805
Cluster251     COVAR   3972   16333       35.628      0.05564       6.4097   1.3878e-08
Cluster428     COVAR   3972   16333       27.835     0.035613       7.3642    7.882e-05
Cluster251     COVAR   3973   16333       36.963     0.057725       6.3851   3.6229e-09
Cluster433     COVAR   3973   16333        13.49     0.027199       4.5021    0.0013687
Cluster251     COVAR   3974   16333       37.384     0.058383       6.3668    2.209e-09
Cluster456     COVAR   3974   16333       19.256     0.028519       6.3664    0.0012469
Cluster251     COVAR   3975   16333       36.814     0.057492       6.4026   4.5673e-09
Cluster92      COVAR   3975   16333       16.993     0.027028       6.0994    0.0026715
Cluster252     COVAR   3976   16333        32.35       0.0477       8.8834   0.00013596
Cluster253     COVAR   3976   16333       12.679     0.019228       8.4681     0.067176
Cluster252     COVAR   3977   16333        34.11     0.050295        6.953   4.7087e-07
Cluster256     COVAR   3977   16333       22.035     0.032992       6.3707   0.00027215
Cluster252     COVAR   3978   16333       33.291     0.049086       7.0867   1.3293e-06
Cluster257     COVAR   3978   16333       23.993     0.031909       7.4818   0.00067248
Cluster252     COVAR   3979   16333       35.908     0.052945       7.3399   5.0473e-07
Cluster258     COVAR   3979   16333       12.033     0.017839       7.1078     0.045244
Cluster252     COVAR   3980   16333       26.493     0.039063       7.3572    0.0001591
Cluster259     COVAR   3980   16333       37.589     0.049471       8.0919   1.7143e-06
Cluster252     COVAR   3981   16333       29.196     0.043049       7.1939   2.4844e-05
Cluster260     COVAR   3981   16333       32.203     0.044938       7.4128   7.0423e-06
Cluster252     COVAR   3982   16333       29.664     0.043738       7.0739   1.3832e-05
Cluster261     COVAR   3982   16333       34.325     0.048293       7.2446   1.0906e-06
Cluster252     COVAR   3983   16333       25.593     0.037737       7.2314   0.00020138
Cluster262     COVAR   3983   16333       42.733     0.056876       7.8439   2.5947e-08
Cluster252     COVAR   3984   16333       28.852     0.042542       6.9774   1.7853e-05
Cluster263     COVAR   3984   16333       40.769     0.058214       7.0811   4.3636e-09
Cluster252     COVAR   3985   16333       31.763     0.046834       6.8842   1.9949e-06
Cluster264     COVAR   3985   16333       34.801     0.050964        6.685   9.8028e-08
Cluster252     COVAR   3986   16333       34.808     0.051324       6.8637   2.0022e-07
Cluster265     COVAR   3986   16333        23.82     0.036767       6.4188   0.00010366
Cluster252     COVAR   3987   16333       33.879     0.049953       6.9054   4.7013e-07
Cluster266     COVAR   3987   16333       25.621     0.037424       6.5901   5.0813e-05
Cluster252     COVAR   3988   16333       34.264     0.050522       6.9649   4.3897e-07
Cluster267     COVAR   3988   16333        23.26     0.033497       7.0076   0.00045243
Cluster252     COVAR   3989   16333       34.922     0.051492       6.8848   1.9917e-07
Cluster268     COVAR   3989   16333       23.264     0.034475       6.6842   0.00025115
Cluster252     COVAR   3990   16333       31.475      0.04641       6.9956   3.4381e-06
Cluster269     COVAR   3990   16333       33.714     0.044509       7.6082   4.7222e-06
Cluster252     COVAR   3991   16333       31.262     0.046095       6.9444    3.399e-06
Cluster270     COVAR   3991   16333       32.629     0.049272       6.6576   4.8242e-07
Cluster252     COVAR   3992   16333       32.296      0.04762       6.9392   1.6426e-06
Cluster271     COVAR   3992   16333       31.022     0.044551       6.9926   4.6095e-06
Cluster252     COVAR   3993   16333       35.636     0.052545       6.8133   8.5877e-08
Cluster272     COVAR   3993   16333       20.538     0.037135       5.5653   0.00011244
Cluster252     COVAR   3994   16333       30.005     0.044242       6.9437   7.8164e-06
Cluster273     COVAR   3994   16333       41.673     0.055714       7.5564   1.7776e-08
Cluster252     COVAR   3995   16333       34.006     0.050141        6.862   3.6482e-07
Cluster274     COVAR   3995   16333       28.489     0.041588       6.8043   1.4234e-05
Cluster252     COVAR   3996   16333       33.165     0.048901       6.8647   6.8608e-07
Cluster275     COVAR   3996   16333       30.726     0.046163       6.6251   1.7771e-06
Cluster252     COVAR   3997   16333       35.201     0.051904       6.9315   1.9286e-07
Cluster277     COVAR   3997   16333       18.616     0.029353       6.1259    0.0011898
Cluster252     COVAR   3998   16333       29.146     0.042974       6.9352   1.3283e-05
Cluster278     COVAR   3998   16333       40.325     0.058577       6.7074    9.409e-10
Cluster252     COVAR   3999   16333       36.777     0.054227       6.8629   4.2586e-08
Cluster279     COVAR   3999   16333       16.005     0.024952        6.208     0.004973
Cluster252     COVAR   4000   16333       29.026     0.042798       6.9247   1.3937e-05
Cluster280     COVAR   4000   16333       43.176      0.06029       6.9866   3.3047e-10
Cluster252     COVAR   4001   16333       36.722     0.054145        6.861   4.4165e-08
Cluster281     COVAR   4001   16333       14.224     0.026346       5.4238    0.0043691
Cluster252     COVAR   4002   16333       35.587     0.052473        6.823   9.2942e-08
Cluster282     COVAR   4002   16333        17.91     0.034744       4.9489   0.00014841
Cluster252     COVAR   4003   16333       30.146      0.04445       6.9976   8.2935e-06
Cluster283     COVAR   4003   16333       36.607     0.049971       7.3004   2.6952e-07
Cluster252     COVAR   4004   16333       33.097     0.048801       6.9318   9.0992e-07
Cluster284     COVAR   4004   16333       27.218     0.039618       6.6482   2.1326e-05
Cluster252     COVAR   4005   16333       36.451     0.053746       7.0486   1.1792e-07
Cluster285     COVAR   4005   16333       14.082       0.0203       6.9837     0.021885
Cluster252     COVAR   4006   16333       29.473     0.043457       7.0429   1.4366e-05
Cluster286     COVAR   4006   16333       35.767     0.051004       7.1505   2.8744e-07
Cluster252     COVAR   4007   16333       33.446     0.049316       6.8592   5.4736e-07
Cluster287     COVAR   4007   16333       27.002     0.044297       5.9533   2.8978e-06
Cluster252     COVAR   4008   16333       29.077     0.042873       6.9153   1.3156e-05
Cluster288     COVAR   4008   16333       45.287     0.063841       7.2374   2.0192e-10
Cluster252     COVAR   4009   16333       35.496     0.052338       6.8027   9.1878e-08
Cluster289     COVAR   4009   16333       21.416     0.037544       5.4831   4.7179e-05
Cluster252     COVAR   4010   16333       34.047     0.050202       6.8444   3.3124e-07
Cluster290     COVAR   4010   16333       26.966     0.042581       6.2109   7.1208e-06
Cluster252     COVAR   4011   16333       34.875     0.051423       6.9287    2.441e-07
Cluster291     COVAR   4011   16333       21.834     0.031449       6.7823   0.00064421
Cluster252     COVAR   4012   16333       34.514     0.050889       6.8751   2.6164e-07
Cluster292     COVAR   4012   16333       25.144     0.037171       6.6471   7.7917e-05
Cluster252     COVAR   4013   16333       34.881     0.051431       6.7867   1.3963e-07
Cluster293     COVAR   4013   16333       27.326     0.044008       6.0062   2.7105e-06
Cluster252     COVAR   4014   16333       32.272     0.047584       6.8635   1.3016e-06
Cluster294     COVAR   4014   16333       35.939     0.050211       6.9717   1.2874e-07
Cluster252     COVAR   4015   16333       35.483     0.052318       6.7874   8.7138e-08
Cluster295     COVAR   4015   16333       22.867     0.039704       5.5535   1.9253e-05
Cluster252     COVAR   4016   16333       32.912     0.048529       6.8194   7.0334e-07
Cluster296     COVAR   4016   16333       33.116     0.051272       6.1898   4.4711e-08
Cluster252     COVAR   4017   16333       37.581     0.055413       6.7888    1.579e-08
Cluster389     COVAR   4017   16333       16.479     0.024552       6.3156    0.0045432
Cluster252     COVAR   4018   16333        37.84     0.055795       6.6829   7.6254e-09
Cluster403     COVAR   4018   16333       23.743     0.043121       5.1178   1.7647e-06
Cluster252     COVAR   4019   16333       35.758     0.052725        6.768   6.4428e-08
Cluster404     COVAR   4019   16333       31.851     0.036929       7.5556   1.2539e-05
Cluster252     COVAR   4020   16333       36.355     0.053604       6.7527   3.7103e-08
Cluster405     COVAR   4020   16333        31.47     0.037952       7.8278   2.9227e-05
Cluster252     COVAR   4021   16333       37.389     0.055129       6.7734   1.7281e-08
Cluster407     COVAR   4021   16333        21.23     0.027245        7.297    0.0018133
Cluster252     COVAR   4022   16333       34.777     0.051279       6.8721   2.1176e-07
Cluster423     COVAR   4022   16333        31.07     0.034549       8.4921   0.00012728
Cluster252     COVAR   4023   16333        34.47     0.050826       6.9673   3.8054e-07
Cluster424     COVAR   4023   16333       26.871     0.031155       8.3735   0.00066758
Cluster252     COVAR   4024   16333        35.84     0.052846       6.7884   6.5752e-08
Cluster426     COVAR   4024   16333       33.048     0.036454       8.5794   5.8842e-05
Cluster252     COVAR   4025   16333       37.441     0.055206        6.763   1.5754e-08
Cluster427     COVAR   4025   16333       21.786     0.028542       7.2749    0.0013762
Cluster252     COVAR   4026   16333       37.118     0.054729       6.7305   1.7783e-08
Cluster428     COVAR   4026   16333       28.055     0.035894       7.3595   6.9204e-05
Cluster252     COVAR   4027   16333       38.304     0.056478       6.7181   6.0634e-09
Cluster433     COVAR   4027   16333       13.299     0.026816       4.5082    0.0015914
Cluster252     COVAR   4028   16333       38.739      0.05712       6.6974   3.7278e-09
Cluster456     COVAR   4028   16333       18.968     0.028092       6.3738    0.0014629
Cluster252     COVAR   4029   16333       38.192     0.056313       6.7352   7.2699e-09
Cluster92      COVAR   4029   16333       16.818     0.026748       6.1065    0.0029473
Cluster253     COVAR   4030   16333       25.149      0.03814       6.7149   9.0502e-05
Cluster256     COVAR   4030   16333       23.229     0.034779       6.4543   0.00016035
